unnamed_1;unnamed_2;unnamed_3;unnamed_4;unnamed_5;unnamed_6;unnamed_7;unnamed_8;unnamed_9
2026;FEPJ;4031;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;1257903416;950316808.1;819587141.36;264050297.93;245454156.61
2026;FES;4291;FUNDO ESTADUAL DE SAUDE;863665508.6;496321935.84;439371246.87;538919026.77;934515826.3
2026;FESP-MG;4691;FUNDO ESTADUAL DE SEGURANCA PUBLICA DE MINAS GERAIS;38219202.33;9475078.43;7897246.33;36680361.59;42707824.02
2026;FET-MG;4701;FUNDO ESTADUAL DO TRABALHO DE MINAS GERAIS;354347.75;284657.75;269666.03;1251438.8;1235436.62
2026;FFP - MG;4711;FUNDO FINANCEIRO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS;;;;759396.57;817342.46
2026;FHA;2151;FUNDACAO HELENA ANTIPOFF;10106112.99;7859030.28;7401709.83;2106224.16;2003650.62
2026;FHEMIG;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;438446251.86;345978428.17;292736019.83;98967527.22;99507021.32
2026;FHIDRO;4341;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;181001.31;181001.31;136596.51;842769.07;353339.8
2026;FIA;4091;FUNDO PARA A INFANCIA E A ADOLESCENCIA;;;;0;0
2026;FJP;2061;FUNDACAO JOAO PINHEIRO;7933514.44;6030976.54;4548280;2401848.01;2251578.09
2026;FPE;4141;FUNDO PENITENCIARIO ESTADUAL;6123226.75;0;0;2205946.03;1064170.39
2026;FPP - MG;4631;FUNDO DE PAGAMENTO DE PARCERIAS PUBLICO - PRIVADAS DE MINAS GERAIS;583177905.95;200928897.65;185695277.13;38776739.66;89063165.06
2026;FUCAM;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;1250115.53;702341.75;649298.12;178281.27;177706.84
2026;FUNAPEC;4551;FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES DO ESTADO DE MINAS GERAIS;;;;486647;486647
2026;FUNDALEMG;4121;FUNDO ESPECIAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;;;;1615244;1486024.48
2026;FUNED;2261;FUNDACAO EZEQUIEL DIAS;202277031.79;134003191.6;121861939.3;135331229.29;140999336.38
2026;FUNEMP;4441;FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS;15777879.91;1116219.09;841094.19;19799154.85;13382329.62
2026;FUNTRANS;4381;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;76655093.98;48503687.55;44944872.71;18617499.53;17655143.4
2026;GABINETE MILITAR;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;46957600.37;19844697.03;17599040.31;12470050.72;14004581.86
2026;GDPE - SEF;1916;GESTAO DA DIVIDA PUBLICA ESTADUAL;;;;0;43587892.37
2026;HEMOMINAS;2321;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;136378209.28;94533706.68;87879827.09;24455509.03;27268205.07
2026;IDENE;2421;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;26039914.06;19075410.73;18549041.63;20814707.47;21469373.04
2026;IEF;2101;INSTITUTO ESTADUAL DE FLORESTAS;39706437.98;33580647.34;27619300.68;8592422.24;8160799.04
2026;IEPHA;2201;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;4197204.96;3457768.41;3091261.97;532120.09;1202624.52
2026;IGAM;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;6557705.33;4496524.37;4220593.98;11011249.85;17945123.73
2026;IMA;2371;INSTITUTO MINEIRO DE AGROPECUARIA;13464671.21;7634353.74;7142156.78;5237570.34;5538957.19
2026;IPEMMG;2331;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;8863652.86;8532433.55;7552722.01;1332496.42;1193954.91
2026;IPLEMG;2361;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;42043986.36;42043986.36;42043986.36;;
2026;IPSEMG;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;226636109.08;166766292.96;154304577.59;198295027.06;193636425.99
2026;IPSM;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;62650220.47;45912947.9;41889117.97;35329981.08;53872615.58
2026;JUCEMG;2251;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;11572164.77;7081670.92;6390028.46;1960878.57;2981020.56
2026;LEMG;2041;LOTERIA DO ESTADO DE MINAS GERAIS;481714.72;462032.79;331062.84;34744.58;34003.33
2026;MG INVESTE;4621;FUNDO DE INVESTIMENTO DO ESTADO DE MINAS GERAIS;;;;0;0
2026;OGE;1101;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS;1470240.61;1131809.2;1042985.95;94459.97;93457.72
2026;PCMG;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;226764247.57;152388496;128627971.32;46159550.39;45286960.72
2026;PGJ;1091;PROCURADORIA GERAL DE JUSTICA;244548693.46;167926881.91;144866290.79;84536852.2;77032955.06
2026;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;457813704.57;276004263.65;239543001.04;225978402.3;203623361.41
2026;SCC;1721;SECRETARIA DE ESTADO DA CASA CIVIL;1053263.69;986509.17;879915.6;225243.01;339875.11
2026;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;48455942.56;36751948.56;11749011.67;17353879.26;23942753.8
2026;SEC. GERAL;1631;SECRETARIA-GERAL;1526990.65;1338890.66;1174063.4;34378.25;34378.25
2026;SECOM;1711;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;79039406.66;55952454.43;49891642.93;65508646.19;62028141.84
2026;SECULT;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;18077966.74;13676131.27;11375876.55;674995.91;953727.6
2026;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;241659200.33;10943931.64;9669859.9;42472742.03;40005821.35
2026;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;24370210.02;16502121.68;15063706.52;16778618.73;27979591.96
2026;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;869765288.74;598142623.71;577314920.93;149645419.54;345351561.32
2026;SEF;1191;SECRETARIA DE ESTADO DE FAZENDA;174604229.13;111237200.03;95063300.74;60953895.09;64979050.37
2026;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;28553855.46;25814794.24;22185130.42;4983225.57;16167056.04
2026;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;51015300.03;24468347.3;22822424.37;30104506.35;44941559.34
2026;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;550041695.67;392522696.37;353525325.56;136297620.59;144719924.62
2026;SEMAD;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;26448077.29;22724587.04;19496602.9;4788552.39;8287439.25
2026;SEPLAG;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;273210430.7;191042833.21;155011607.32;72342416.15;98236762.68
2026;TCEMG;1021;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;90271554.24;58716473.2;49544026.37;34224558.14;29951017.43
2026;TJMMG;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;8452901.99;7329939.39;6592756.65;5133396.32;4590472.07
2026;TV MINAS;2211;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;4795755.48;3968483.87;2510976.79;624962.68;593188.1
2026;UEMG;2351;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;61024596.91;42709664.06;37955024.3;20763045.19;19931934.54
2026;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;48718840.64;34742359.27;30993891.22;25391093.99;23401935.4
2026;UTRAMIG;2281;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;2343525.26;1806386.02;1587170.81;294468.9;263905.44
