ano_de_exercicio;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro;valor_liquidado_rp;valor_pago_rp
2023;FEC;4491;FUNDO ESTADUAL DE CULTURA;;;;0,0;390021,88
2023;FEH;4101;FUNDO ESTADUAL DE HABITACAO;;;;707987,39;707987,39
2023;FEI;4601;FUNDO ESTADUAL DOS DIREITOS DO IDOSO;;;;45000,0;225000,0
2023;FEPDC;4451;FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR;31110073,49;12760139,8;11692026,64;400230,85;371744,4
2023;FEPJ;4031;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;1512280643,71;1229297668,75;1079431804,58;160959527,1;150011164,35
2023;FES;4291;FUNDO ESTADUAL DE SAUDE;1192579460,08;720185708,16;664999649,55;463516472,37;1338942082,83
2023;FESP-MG;4691;FUNDO ESTADUAL DE SEGURANCA PUBLICA DE MINAS GERAIS;56925986,61;13271419,52;11946623,9;11212883,98;13031575,01
2023;FET-MG;4701;FUNDO ESTADUAL DO TRABALHO DE MINAS GERAIS;472592,79;69778,2;64650,96;950820,42;955002,05
2023;FFP - MG;4711;FUNDO FINANCEIRO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS;7864083,09;6822892,09;6219462,1;675751,08;640883,28
2023;FHA;2151;FUNDACAO HELENA ANTIPOFF;20275126,04;17822038,56;16736938,65;2756987,01;2676209,5
2023;FHEMIG;2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;622441315,26;527240530,81;491367462,18;96877587,59;98429792,17
2023;FHIDRO;4341;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;1349576,2;1049169,96;886601,54;87836,32;144769,91
2023;FIA;4091;FUNDO PARA A INFANCIA E A ADOLESCENCIA;2513870,18;723653,0;723653,0;0,0;0,0
2023;FJP;2061;FUNDACAO JOAO PINHEIRO;11552052,49;8541021,57;7513881,05;5895454,18;6348117,73
2023;FPE;4141;FUNDO PENITENCIARIO ESTADUAL;40613382,55;23565562,32;22676692,22;11555960,52;11408560,88
2023;FPP - MG;4631;FUNDO DE PAGAMENTO DE PARCERIAS PUBLICO - PRIVADAS DE MINAS GERAIS;860717853,34;307011647,13;282507517,43;29793561,38;29209890,53
2023;FUCAM;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;1793986,81;1311300,79;992361,65;1347146,36;1467784,63
2023;FUNAPEC;4551;FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES DO ESTADO DE MINAS GERAIS;;;;0,0;6853309,77
2023;FUNDHAB;4121;FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;;;;700000,0;644000,0
2023;FUNED;2261;FUNDACAO EZEQUIEL DIAS;248031943,01;152580734,75;149204258,7;41680476,1;49553366,76
2023;FUNEMP;4441;FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS;19070818,43;6234527,02;6178669,28;9702716,73;9448575,38
2023;FUNTRANS;4381;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;81032531,6;61303243,89;59037853,76;8505412,32;8330157,76
2023;GABINETE MILITAR;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;33560071,03;22857322,72;21413297,18;3960666,69;4154597,43
2023;GDPE - SEF;1916;GESTAO DA DIVIDA PUBLICA ESTADUAL;;;;123029711,28;439254853,87
2023;HEMOMINAS;2321;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;162643674,6;128777478,18;121159826,32;28363979,58;29825756,02
2023;IDENE;2421;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;42970991,11;19200015,14;17850244,56;6121786,87;6269554,48
2023;IEF;2101;INSTITUTO ESTADUAL DE FLORESTAS;58426156,98;53728361,41;46601094,35;3969129,21;5835294,06
2023;IEPHA;2201;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;5437673,62;4469812,69;4013117,11;2832402,52;2810067,14
2023;IGAM;2241;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;12207246,44;7136764,87;6274355,82;3912639,56;14322116,23
2023;IMA;2371;INSTITUTO MINEIRO DE AGROPECUARIA;19550978,74;15544112,38;14760660,38;3975858,87;4327231,89
2023;IPEMMG;2331;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;11757137,13;11165764,45;9635999,79;109677,26;186990,62
2023;IPLEMG;2361;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;60477343,11;60477343,11;60477343,11;;
2023;IPSEMG;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;234090693,26;196169728,33;183138527,93;142256133,2;142235963,75
2023;IPSM;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;103552127,73;91839707,87;78998672,9;34663079,88;135656009,06
2023;JUCEMG;2251;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;8366577,93;7185812,87;6800385,69;775499,85;746684,53
2023;LEMG;2041;LOTERIA DO ESTADO DE MINAS GERAIS;213976,29;93912,68;90842,76;6561,01;6507,0
2023;MG INVESTE;4621;FUNDO DE INVESTIMENTO DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
2023;OGE;1101;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS;1731917,53;1574195,47;1432136,19;97893,33;94372,77
2023;PARTICIPAÇÃO EMPRESAS;1915;PARTICIPACAO NO AUMENTO DO CAPITAL SOCIAL DE EMPRESAS;;;;75202844,75;75202844,75
2023;PCMG;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;334343756,35;264514139,86;248476011,33;81114891,23;92059553,89
2023;PGJ;1091;PROCURADORIA GERAL DE JUSTICA;303672950,36;215585800,25;190031025,58;81899096,16;82305865,81
2023;PMMG;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;492130968,22;308691131,81;277874206,43;233612807,42;262569340,9
2023;SCC;1721;SECRETARIA DE ESTADO DA CASA CIVIL;812801,22;517524,64;232284,7;;
2023;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA;33295001,56;17060300,84;15039673,84;3892020,4;11599449,34
2023;SEC. GERAL;1631;SECRETARIA-GERAL;52732226,5;47250120,86;45310193,29;22393034,3;22163265,11
2023;SECOM;1711;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;78816259,14;26036651,69;24737770,32;;
2023;SECULT;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;16729709,42;13971161,93;12727787,31;924372,89;2229836,13
2023;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;10870514,0;5543251,1;5269937,13;8800798,42;9198914,49
2023;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;36950129,23;19725876,63;14166564,66;15102277,51;27987004,53
2023;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;1195468149,6;940226638,71;908110778,51;437854385,76;679012948,85
2023;SEF;1191;SECRETARIA DE ESTADO DE FAZENDA;221805187,87;165492398,6;146863725,11;35569421,6;40149111,15
2023;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;26642634,36;21120846,27;18743084,11;28020339,85;36576868,42
2023;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;606296434,18;498520717,55;491967397,68;47789818,31;126826933,78
2023;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;702675173,38;559518450,85;535616107,6;104228871,59;120383873,88
2023;SEMAD;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;38922252,59;32257018,32;28940807,16;2573565,18;5905510,6
2023;SEPLAG;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;275494600,64;218926765,88;193572592,87;18931152,42;22109192,03
2023;TCEMG;1021;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;105320744,15;85085345,03;72704365,86;14044359,35;13092048,42
2023;TJMMG;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;12254712,24;7319035,15;6264719,05;3930391,56;3947627,5
2023;TV MINAS;2211;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;6399973,22;5707786,34;4841793,87;629830,1;712774,8
2023;UEMG;2351;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;105976826,33;88195935,75;78262250,3;21647912,36;27215374,47
2023;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;104907358,44;54255664,76;48878511,34;18038044,58;18167668,27
2023;UTRAMIG;2281;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;2916733,21;2626430,56;2349108,12;214521,73;217726,33
